Block No,Threads,Block Size,Seq. Time,iBTM Time,TPS_Seq,TPS_iBTM,Speedup
21631499,4,148,17.718532,9.424649,8352.836453945509,15703.502591979817,1.8800203593789009
14003601,4,137,4.644586,3.348822,29496.70864098544,40909.90802138782,1.3869312850906976
14003611,4,35,2.366859,2.358695,14787.530647157268,14838.713780289525,1.0034612359800652
14003613,4,10,1.294744,1.230776,7723.534536557035,8124.955312745779,1.051973714144572
14003618,4,56,4.845589,2.719609,11556.90257675589,20591.19527843892,1.7817226667509924
14003664,4,80,4.540211,2.851102,17620.326456193332,28059.325832607883,1.592440747472381
21631525,4,239,23.501189,12.274317,10169.6982225027,19471.5518590566,1.9146636835271567
21631533,4,178,12.57211,8.586584,14158.323463603165,20730.013239257896,1.464157341266329
14003666,4,328,20.278881,12.146164,16174.462486366976,27004.410610625706,1.6695708208780975
14003673,4,378,23.474869,13.517545,16102.32627922226,27963.657602027586,1.7366222194932588
21631557,4,302,32.003045,16.723311,9436.602048336337,18058.624873985784,1.9136787565572393
21631611,4,160,12.648914,10.76725,12649.307284404022,14859.876012909515,1.174758085862221
14003679,4,309,18.687836,11.03462,16534.819761902876,28002.776715464603,1.6935640737968323
14003681,4,67,3.102557,2.322997,21595.09075900942,28842.051883837994,1.33558373084425
21631640,4,133,12.178034,6.945645,10921.303060904576,19148.689574546355,1.7533337796561732
14003688,4,227,18.553633,9.924873,12234.800591345102,22871.829191164463,1.869407598464988
14003704,4,82,1.725576,1.719242,47520.364214615875,47695.43787320226,1.0036841817498643
21631654,4,217,16.117064,9.529658,13463.990711955974,22771.01654644899,1.6912531383602643
21631655,4,158,12.266988,7.200639,12880.097380057761,21942.49704783145,1.7035971390872393
14003719,4,280,23.233266,12.230229,12051.684855672036,22894.092988773966,1.8996591151318591
21631662,4,254,10.34813,6.894155,24545.497592318614,36842.803795388994,1.501000485193617
14003730,4,279,17.199361,9.500895,16221.53288136693,29365.65449886563,1.8102885043987962
21631673,4,175,12.42861,6.787188,14080.416072271959,25783.873969602726,1.831186936327681
21631707,4,188,14.56321,8.962656,12909.241849839424,20975.92499366259,1.6248765990795584
14003766,4,263,20.904029,12.050764,12581.306694513292,21824.342423434733,1.734664208841863
14003807,4,0,900.0,904.0,0.0,0.0,0.995575221238938
14003812,4,87,7.800117,5.435182,11153.678848663423,16006.823690540628,1.4351160641906748
21631778,4,212,16.213092,10.293272,13075.852527081202,20595.97764442638,1.5751154734859818
14003819,4,166,11.372778,6.32999,14596.257836036191,26224.37002270146,1.7966502316749318
14003839,4,187,9.944204,6.790538,18804.92395369202,27538.31876060483,1.4644206394250352
21631794,4,320,21.034727,12.835511,15212.938109441591,24930.83446385578,1.638791552591868
14003842,4,89,9.178841,5.158053,9696.213280086233,17254.572607144593,1.7795166121790529
21631795,4,188,14.620778,8.61799,12858.4128696845,21814.831532642762,1.6965415369477104
14003925,4,181,7.994537,5.716749,22640.460604535325,31661.351582866417,1.398441141984719
14003951,4,33,1.402376,1.394192,23531.492267409023,23669.623696018913,1.0058700666766127
14003960,4,72,5.333978,3.109905,13498.368384721496,23151.832612250215,1.7151578585197942
14003979,4,49,2.89635,2.886936,16917.844873720373,16973.012217797692,1.0032608966738439
21631798,4,221,15.874536,9.018714,13921.666749818702,24504.602319133308,1.7601773379220145
14004016,4,201,17.856349,22.052715,11256.500418982627,9114.523993984414,0.8097120467933314
21631857,4,308,21.869998,17.714335,14083.220309393719,17387.048398937925,1.2345932263333623
14004037,4,173,10.754781,8.845202,16085.86915902797,19558.626247314645,1.2158886817960741
21631902,4,116,10.910587,6.613393,10631.875260240353,17540.16433017061,1.6497714561950272
14004047,4,245,14.490883,11.10592,16907.18226073594,22060.30657523195,1.3047890674523137
14004069,4,28,2.023869,2.012511,13834.887534716923,13912.9674322277,1.0056436958605444
21631908,4,205,21.690582,11.077512,9451.10647561232,18505.960544208843,1.95807343742891
21631918,4,108,8.054765,4.547447,13408.212405948529,23749.589604892593,1.771271880683821
14004076,4,207,15.565085,9.108418,13298.99579732459,22726.229736052956,1.7088681042086562
14004139,4,245,11.982112,7.850296,20447.14654645191,31209.014284302146,1.5263261410779925
21631922,4,158,20.847785,11.307264,7578.742777709959,13973.318390726528,1.8437515034583076
14004153,4,176,12.423381,9.452271,14166.835904010351,18619.863945923684,1.3143276361839393
21631924,4,163,16.829228,11.098134,9685.530435501852,14687.153714309092,1.5164015860684328
14004219,4,187,14.16929,9.136822,13197.556123136728,20466.634897779553,1.5507897603783898
21631925,4,148,12.504072,7.942147,11836.144257646627,18634.759593344217,1.5743944301207218
21631937,4,154,13.253217,8.738483,11619.820304760724,17623.196154298177,1.5166496290031117
14004221,4,405,29.348912,16.764384,13799.48939844857,24158.35857732679,1.7506704690133559
14004227,4,38,3.509896,3.4855,10826.531612332674,10902.309568211162,1.0069992827427916
21631938,4,289,20.804988,11.506406,13890.899624647705,25116.443831375323,1.8081221886312722
14004236,4,181,14.184979,8.149738,12759.976592140178,22209.302924830223,1.7405441745489243
21631940,4,156,12.675061,7.096776,12307.633075690917,21981.812586447704,1.7860308681012333
21631971,4,134,8.376825,5.406879,15996.514192429708,24783.24371601436,1.5492902652343432
14004264,4,469,20.63212,12.673301,22731.546733927487,37006.93292142276,1.627998893106066
14004267,4,60,3.90288,2.71672,15373.262821301192,22085.455991048027,1.4366147413056922
21631983,4,101,12.176805,8.122623,8294.458193261697,12434.406964351292,1.499122266292551
21631986,4,191,14.661306,8.023658,13027.488819890943,23804.603835308037,1.827259586587564
14004274,4,443,28.887595,16.4182,15335.302229209457,26982.25140392979,1.7594861190629913
14004292,4,115,9.535255,5.871809,12060.505985419373,19585.105714439964,1.623904149470802
21632006,4,280,31.585258,18.813374,8864.895135572426,14883.0294874274,1.678872593507151
14004313,4,190,13.900562,8.064915,13668.512107639965,23558.834780031782,1.723584439513622
14004318,4,0,895.0,894.0,0.0,0.0,1.0011185682326622
14004321,4,66,4.757568,3.211459,13872.634085314177,20551.40669708067,1.481435073591162
21632017,4,55,5.407968,3.75912,10170.178521766402,14631.08387069314,1.4386260614186301
21632033,4,178,20.356633,12.065624,8744.078649941766,14752.655975356101,1.687159570031355
14004354,4,337,31.110636,16.084362,10832.308281965048,20952.02781434539,1.9342163525043767
21632051,4,139,11.45778,6.541833,12131.494931827981,21247.86737906639,1.7514632366799947
14004401,4,119,7.981814,4.818276,14908.89163791589,24697.630438771048,1.6565705243950326
14004429,4,47,1.87189,1.861086,25108.312988476886,25254.0720847935,1.0058052126554067
14004462,4,98,5.368361,3.531365,18255.106167413105,27751.30862994904,1.5201943157957334
21632053,4,107,21.115717,12.523394,5067.31549774038,8544.009714938298,1.686101786783998
21632055,4,65,3.357635,3.360737,19358.86420054592,19340.995739922524,0.9990769881725349
21632080,4,173,11.725032,7.440362,14754.757172517739,23251.556846293228,1.575868485968828
14004483,4,388,23.665941,12.830255,16394.86889619137,30241.02015119731,1.8445417491702232
21632090,4,166,15.400294,8.078279,10779.014998025363,20548.931276079966,1.9063830303459437
14004522,4,690,18.927349,13.79755,36455.18450576465,50008.878387829725,1.371790571514508
14004524,4,118,7.143472,4.330053,16518.578080798805,27251.398539463604,1.6497423934533826
21632179,4,227,26.676162,13.384169,8509.469990473142,16960.335751887174,1.9931130576728373
14004529,4,192,11.654943,8.395013,16473.697039959785,22870.72098637608,1.3883174451308173
21632191,4,63,9.812376,8.784954,6420.463300631773,7171.352291656848,1.1169524621301374
14004558,4,340,33.231997,16.846396,10231.103475364422,20182.35829194565,1.9726472653260676
14004559,4,99,5.594847,3.297369,17694.85385391236,30023.937266347806,1.6967609630587293
21632210,4,208,29.107087,15.291123,7146.025983294034,13602.663453822195,1.9035284066448226
21632220,4,173,20.110825,13.500532,8602.332325998561,12814.30983608646,1.489632038204124
14004565,4,100,15.391806,23.8927,6496.963384283819,4185.3787977080865,0.6442053849083611
21632248,4,202,13.325432,8.425748,15158.983213452291,23974.13262300273,1.5815132377564578
21632264,4,148,7.538109,5.422193,19633.571231193393,27295.229070599296,1.39023251293342
21632277,4,97,3.387749,2.559562,28632.581693626063,37897.108958485864,1.3235659069793972
14004574,4,472,39.704734,25.210383,11887.751218784137,18722.444637195713,1.5749357715033525
14004599,4,170,14.300372,8.974219,11887.802638980302,18943.15260191444,1.5934948768243788
14004635,4,436,33.101926,17.569629,13171.43902744511,24815.54960551529,1.8840424006676522
21632280,4,227,30.600214,16.434163,7418.248774338636,13812.690065201372,1.8619879819860614
14004651,4,106,5.911932,3.54535,17929.840870970776,29898.317514490813,1.6675171703781009
21632289,4,228,17.951444,9.75241,12700.928125893384,23378.836615769847,1.840718755671675
14004653,4,435,30.892351,16.616625,14081.155558539393,26178.601250253887,1.8591230770388092
21632301,4,146,12.56568,7.282487,11618.94939231303,20048.096206694223,1.7254654900173527
14004713,4,132,6.799607,4.590928,19412.88665653765,28752.35682197586,1.481096414493976
14004715,4,81,3.636952,2.622225,22271.396488048234,30889.797786231164,1.3869717510892468
21632302,4,161,15.258381,8.371375,10551.578178576088,19232.204984246913,1.8226851622343998
21632321,4,191,15.690729,9.219723,12172.793246253887,20716.457533485547,1.7018655549629853
14004782,4,373,21.688881,12.58964,17197.75215696928,29627.53502085842,1.7227562503772944
14004788,4,53,3.663851,3.649471,14465.653761574911,14522.652735149833,1.0039402971005935
21632323,4,234,25.821677,16.875888,9062.153476708736,13865.937010247995,1.5300929349614076
21632374,4,114,10.359412,7.90509,11004.485582772459,14421.088184954251,1.3104736315462568
14004792,4,350,32.662869,16.584577,10715.531449487797,21103.9449483698,1.9694725406623275
21632388,4,215,15.849365,9.269595,13565.212234054803,23194.10934350422,1.7098228131865523
14004794,4,207,22.773908,11.611495,9089.349091952072,17827.161790966624,1.9613243600414934
14004810,4,137,5.87902,4.287101,23303.203595157018,31956.326664568904,1.3713276174272544
14004814,4,30,3.299834,3.298348,9091.366414189319,9095.462334477745,1.0004505285676346
14004832,4,23,0.26584399999999997,0.26487700000000003,86516.90465084788,86832.75633595971,1.0036507511033421
21632427,4,298,24.541268,12.97025,12142.811854709384,22975.655827759678,1.8921198897476916
14004833,4,205,18.767516,10.56686,10923.129091777515,19400.27595709605,1.7760731191669048
21632465,4,183,17.908215,10.232123,10218.773897901048,17884.85146239935,1.7501954384246552
14004850,4,253,12.492598,7.439833,20251.992419831327,34006.13965394116,1.6791503250140156
14004854,4,62,7.099357,4.627652,8733.185272976129,13397.723078572026,1.5341164374503529
21632495,4,244,19.834879,10.896283,12301.56231353869,22392.957304798343,1.820334420462464
14004861,4,177,14.561119,8.386105,12155.65919075313,21106.34197878514,1.7363387412869262
21632496,4,179,13.972181,8.677908,12811.1709975701,20627.09122982175,1.6100863249529727
14004890,4,322,18.287695,13.163883,17607.467753590598,24460.86766343943,1.389232569143922
14004892,4,154,6.07648,4.793253,25343.619990520827,32128.493947638482,1.2677152656035473
21632524,4,166,19.299788,15.572981,8601.13074817195,10659.487737126245,1.23931237057311
14004894,4,88,11.539287,8.434833,7626.121093963604,10432.927362047358,1.3680516259183793
14004977,4,104,6.505296,4.708208,15986.974305242988,22089.083574897286,1.3816925675331253
21632539,4,202,23.056616,25.821978,8761.042817384823,7822.793435886282,0.89290665494332
14004983,4,185,13.888038,8.693065,13320.816086476721,21281.331728222434,1.5975996958495076
21632612,4,131,16.33133,9.116493,8021.3920115508035,14369.56075104758,1.7914048746595868
21631009,4,177,14.197514,9.410696,12466.971330332903,18808.38569219535,1.5086571705217129
21632615,4,192,18.782363,10.956655,10222.355941049591,17523.596389591534,1.7142424398687375
21631021,4,149,14.645492,12.77387,10173.779071402994,11664.436854297093,1.1465195747255923
21631037,4,221,16.04489,8.752567,13773.855726028662,25249.735306225015,1.8331639163687632
21632635,4,333,32.232374,17.54043,10331.227851848578,18984.711321216186,1.8376045513137362
21631051,4,108,17.280492,12.081699,6249.822053677639,8939.140099418137,1.4303031386562435
21632663,4,181,21.538586,17.372367,8403.522868214284,10418.84505433255,1.2398187305161121
21631060,4,243,23.065654,14.801028,10535.144592041484,16417.778548895385,1.5583818907713707
21632673,4,200,19.169006,12.718695,10433.509176219153,15724.883724312911,1.5071519523032826
21631065,4,249,19.73644,12.641651,12616.257035209997,19696.794350674605,1.5612232927487084
21632677,4,167,12.582608,7.464213,13272.288225143786,22373.423695170542,1.6857246705044457
21631115,4,174,18.097817,10.212165,9614.419241834526,17038.50260938792,1.7721821964294542
21632679,4,167,15.419037,8.569757,10830.767187341207,19487.133649180487,1.7992385315009516
21631117,4,166,13.254611,7.167816,12523.943554435507,23159.076628083087,1.8491840471351386
21632693,4,188,21.872273,12.342379,8595.357236076927,15232.071547956843,1.7721278045342799
21631144,4,157,19.40372,10.546652,8091.231990566757,14886.240676188045,1.839799018683844
21631187,4,157,16.853192,12.161941,9315.742679487661,12909.12363413044,1.3857320965461022
21632751,4,225,19.847929,14.547066,11336.195327986108,15467.036445699772,1.364393960954051
21632761,4,53,2.751278,2.73804,19263.77487116896,19356.91224379483,1.004834845363837
21631212,4,139,11.7133,6.164088,11866.852210734807,22549.97008478789,1.9002486661449352
21632835,4,181,14.91687,8.007148,12133.912811467822,22604.802608868973,1.8629442093489466
21631225,4,176,14.609741,8.212021,12046.757023276457,21431.99585096044,1.7790676619068557
21631228,4,169,13.944695,7.249221,12119.304151148519,23312.84975309761,1.9236128957856298
21631256,4,177,14.563665,7.967686,12153.534155035837,22214.730851592296,1.8278412326991802
21632879,4,137,43.689909,33.906272,3135.735531058213,4040.550373688974,1.2885494754480822
21631258,4,161,14.303568,7.878659,11255.932785442064,20434.949653234136,1.815482558643546
21631269,4,147,10.95993,6.692968,13412.49442286584,21963.35019082715,1.637529120115321
21631299,4,69,2.751429,2.745298,25077.87771372621,25133.88346183183,1.0022332730362968
21632889,4,230,21.539797,11.787894,10677.909360055715,19511.542943972858,1.8272811920432948
21631322,4,182,12.156399,7.984761,14971.538857847625,22793.418613280974,1.5224499518520342
21632907,4,134,14.266459,8.415002,9392.660084748431,15923.941551053702,1.6953601437052541
21631328,4,162,20.103056,10.396244,8058.476283406862,15582.550775068383,1.9336845114447103
21632935,4,168,27.33538,16.308742,6145.881271816964,10301.223724061612,1.676118243822853
21631329,4,133,11.267871,6.572377,11803.472013479744,20236.209821804194,1.714428584970095
21632952,4,129,9.697667,6.984482,13302.168449380662,18469.51570639025,1.3884590152856002
21631341,4,116,11.74309,6.940528,9878.149618201001,16713.425837342635,1.6919591708296546
21632980,4,170,18.289872,9.580975,9294.761603580386,17743.49687792735,1.9089781572334754
21631361,4,251,24.491926,14.110618,10248.275288762508,17788.023175172057,1.7357089533569683
21631375,4,215,22.742137,11.922995,9453.81693901501,18032.381964430915,1.9074181445182188
21632995,4,248,40.002837,22.914452,6199.560296185993,10822.864103405134,1.7457470508131723
21631381,4,213,16.706375,9.685181,12749.624020770512,21992.361319834912,1.7249419499749155
21631391,4,110,10.793156,6.362682,10191.643667524124,17288.307037818326,1.696321771227919
21633042,4,248,20.645156,11.899576,12012.503078203914,20841.078707342178,1.7349488754893452
21631395,4,162,14.133723,8.42245,11461.94813638275,19234.308306965315,1.6781011463410291
21633064,4,131,12.734342,8.665999,10287.143222633726,15116.549171076527,1.4694603588114885
21631399,4,157,12.504901,6.856618,12555.077405250948,22897.5859527248,1.8237709903045496
21633074,4,188,12.863118,7.116594,14615.429944745902,26417.13156602723,1.8074823433794311
21631403,4,226,24.165549,12.825391,9352.156659052109,17621.295132444695,1.8841958892325388
21633101,4,203,23.289193,13.491704,8716.489231722198,15046.283256733175,1.7261861807819088
21631405,4,141,11.001157,6.481124,12816.833720307783,21755.485622555592,1.6974149854253673
21633103,4,175,16.733107,8.81271,10458.308788678636,19857.68282401214,1.8987470369500417
21631421,4,148,16.63082,9.082179,8899.140270894639,16295.648874570741,1.8311486703796522
21633114,4,209,23.760654,12.419383,8796.054182683692,16828.53326932586,1.9131911786600027
21631449,4,204,17.877336,9.952246,11411.096149896159,20497.885602908125,1.7963117069252508
21633122,4,130,15.572906,9.019397,8347.831804802521,14413.380406694594,1.7266016785822822
21631466,4,172,16.36457,9.115242,10510.51142804241,18869.493536211106,1.7952973711504314
21633146,4,156,12.044533,7.671352,12951.934292512628,20335.398506026057,1.5700665280383432
21631489,4,190,17.721214,11.466441,10721.613090389857,16570.093545154945,1.545485124808997
21633163,4,243,26.962197,14.467848,9012.618667536626,16795.863489856958,1.8635941571960115
21631499,4,148,18.102055,9.370254,8175.867325560552,15794.66255663934,1.9318638534238242
21633186,4,199,15.940587,8.912561,12483.856460242023,22328.0379231065,1.7885529198622034
21631525,4,239,24.248152,13.048329,9856.421223357556,18316.52160211472,1.8583338908759888
21633207,4,161,12.713765,7.775136,12663.439980210425,20707.03329176493,1.635182329929663
21631533,4,178,12.583395,7.716493,14145.626041302845,23067.473786343096,1.6307142376724764
21633212,4,80,20.199549,16.801562,3960.4844642818507,4761.4620593013915,1.202242327231242
21631557,4,302,32.223562,16.705207,9372.024110804385,18078.19561888697,1.9289531701103733
21633243,4,237,20.7104,11.710789,11443.525957972806,20237.748284936224,1.7684888695373129
21631611,4,160,12.43282,10.38432,12869.16403519073,15407.845675017717,1.1972685741579612
21633254,4,141,21.336971,11.340277,6608.248190429654,12433.558721713764,1.8815211480283944
21631640,4,133,11.993451,7.107638,11089.385365396498,18712.264186780478,1.687403185136891
21633268,4,192,16.479332,10.201459,11650.957696586245,18820.83729395962,1.6153897202351153
21631654,4,217,16.190491,10.158017,13402.928916732666,21362.4371764686,1.5938633495100474
21633342,4,174,17.79929,9.966371,9775.670827319518,17458.7119022561,1.7859349205442983
21631655,4,158,12.531832,7.163202,12607.893243382134,22057.174989620562,1.7494734896489028
21631662,4,254,10.478822,6.942082,24239.365837114136,36588.447096994816,1.5094638755347458
21633351,4,173,15.151538,7.868966,11417.982781681965,21985.099440002665,1.9254801710923646
21631673,4,175,12.160513,6.893761,14390.840254847802,25385.272277353393,1.7639881916416889
21633376,4,160,16.862885,9.101752,9488.293373286957,17579.03313559851,1.8527075886049191
21631707,4,188,14.590207,8.620195,12885.355224912162,21809.25141484618,1.6925611311577056
21633394,4,245,21.151762,11.52303,11582.959377095865,21261.768822957158,1.8356076483355508
21631778,4,212,16.279927,9.646857,13022.17141391359,21976.069511551792,1.6875887141273058
21633416,4,202,16.317507,9.60042,12379.342015909662,21040.746134023302,1.699665952114595
21631794,4,320,20.632248,12.202517,15509.701124181913,26224.097864399617,1.6908190334830102
21633427,4,273,20.09963,10.878804,13582.33957540512,25094.67033324619,1.8475955628945977
21631795,4,188,14.224618,8.714238,13216.523635291998,21573.88861768522,1.6323421508570226
21633435,4,165,12.492936,8.127778,13207.463801943755,20300.751324654786,1.537066588186833
21631798,4,221,15.782055,8.470008,14003.246091842919,26092.06508423605,1.8632869059863935
21633484,4,152,17.199727,9.725366,8837.349569560029,15629.231845876033,1.7685429011103542
21631857,4,308,22.052282,16.12566,13966.80851442041,19099.99342662564,1.3675274066301784
21631902,4,116,10.596438,6.618398,10947.074856664098,17526.900014172614,1.6010578390722345
21633486,4,315,27.843009,14.946547,11313.432395184012,21075.101827866998,1.8628388884737055
21633492,4,157,13.227699,7.957941,11869.03330654863,19728.72128607136,1.6622011899811773
21631908,4,205,21.59302,10.702416,9493.80864742403,19154.553513898172,2.0175836932520657
21631918,4,108,8.046906,4.764751,13421.307518691036,22666.452034954185,1.6888408229517133
21633508,4,256,22.073165,12.540928,11597.793066830245,20413.16240712011,1.7600902421256226
21633509,4,89,7.847861,4.776757,11340.669769762742,18631.88770121654,1.6429265713118755
21631922,4,158,21.684003,12.349753,7286.4775014096795,12793.778142769333,1.7558248330958524
21633666,4,230,19.605273,9.604567,11731.53773477166,23946.941075011502,2.0412448577848434
21631924,4,163,17.196012,11.770039,9478.941977942328,13848.722166511086,1.4609987273619058
21631925,4,148,12.929822,7.844969,11446.406609464539,18865.59398768816,1.648167379628906
21633673,4,163,20.289343,11.847747,8033.774183816598,13757.890002208858,1.71250643687783
21631937,4,154,14.254415,9.116314,10803.670301446955,16892.792415882122,1.5636160623690674
21633675,4,230,17.206844,9.599093,13366.774290509056,23960.597110581177,1.7925489418635698
21631938,4,289,22.371482,13.115113,12918.232238704613,22035.64696697619,1.70577882173032
21633709,4,232,13.016968,10.361311,17822.89086060594,22390.988939527055,1.2563051142852482
21631940,4,156,13.263444,8.488829,11761.651046289335,18377.093000695382,1.5624586147276613
21633726,4,146,12.729127,8.844608,11469.75750968625,16507.232429068652,1.4391962877269406
21631971,4,134,8.795582,5.788936,15234.921350286997,23147.604326598186,1.5193779996876802
21631983,4,101,13.025602,8.919011,7753.960239227332,11324.125511225404,1.46043120700266
21633728,4,267,27.953721,14.812512,9551.50121159183,18025.301852920016,1.887169509128499
21631986,4,191,15.187951,8.374902,12575.758244150247,22806.237016265983,1.813507907316408
21633737,4,121,14.951167,8.670037,8093.0137426730635,13956.11114462372,1.7244640363126476
21633746,4,111,9.975558,6.606922,11127.197095139942,16800.56159282643,1.5098646540703824
21633768,4,144,13.161134,7.831919,10941.306425418963,18386.298428265156,1.6804481762387993
21632006,4,280,32.22621,19.009662,8688.57988575138,14729.351842236858,1.6952542343993282
21633769,4,66,5.943196,4.297299,11105.136024455527,15358.48448060049,1.3830073262298017
21632017,4,55,5.739141,4.055984,9583.315691320357,13560.211282884748,1.4149811734957536
21632033,4,178,20.855982,12.905285,8534.721596902029,13792.798841714848,1.6160806987214928
21633784,4,200,29.905239,15.010855,6687.791393340813,13323.691421974298,1.9922408816819563
21632051,4,139,11.579326,6.644938,12004.152918745012,20918.17861957478,1.742578486059614
21633786,4,174,20.778651,11.877439,8373.979619754911,14649.622700651209,1.7494218240144193
21632053,4,107,22.471919,13.044015,4761.498116827494,8202.995780056985,1.7227762310914239
21632055,4,65,3.404598,3.399572,19091.828168846954,19120.05393620138,1.0014784214012822
21633795,4,226,23.551987,12.17652,9595.793340069355,18560.31115622526,1.934213305607842
21632080,4,173,12.34619,7.724719,14012.420025935127,22395.636656815605,1.5982704354682675
21633808,4,135,13.239522,8.021966,10196.742752495144,16828.792343423047,1.6504086404754144
21632090,4,166,16.049397,8.866922,10343.067717746655,18721.26539513937,1.8100302449936965
21633813,4,154,16.409888,10.288519,9384.585683948606,14968.140701300157,1.594970860237513
21632179,4,227,27.694897,14.476635,8196.455830834106,15680.43954966054,1.9130755869716962
21633814,4,185,23.869115,13.773045,7750.601561892848,13432.033366622994,1.7330310762797916
21632191,4,63,10.35655,9.314847,6083.106826114874,6763.396113752592,1.1118325400299114
21633847,4,121,13.021797,7.376779,9292.11229448593,16402.82296650069,1.7652415776587587
21632210,4,208,29.938662,15.866463,6947.538270080339,13109.41197165367,1.8869146828754462
21633875,4,222,21.252955,12.20699,10445.60626981048,18186.301455149878,1.7410479569492563
21633882,4,141,19.610719,13.540146,7189.9454578896375,10413.47707772132,1.4483388140718718
21632220,4,173,21.042073,13.32034,8221.623411343551,12987.656471231216,1.5796948876680323
21632248,4,202,14.114065,9.275134,14311.964696209065,21778.661095354528,1.5217100906574503
21633905,4,123,15.979549,8.551204,7697.338642035517,14383.939384442237,1.8686899529001997
21633946,4,124,6.276886,3.850062,19755.01865096801,32207.273545205248,1.6303337452747515
21632264,4,148,7.522453,4.720064,19674.43332646944,31355.507043972288,1.593718432631422
21632277,4,97,3.565391,2.695906,27205.992274059143,35980.482999036314,1.32252051814863
21633989,4,180,17.583731,8.669269,10236.735309474421,20762.996280309217,2.028283007483099
21634017,4,167,20.477756,9.870685,8155.190441765201,16918.785271741526,2.0746033330006983
21634069,4,53,8.684461,4.919679,6102.854281918014,10773.060600091996,1.7652495213610482
21634083,4,149,12.78908,7.763217,11650.564387743294,19193.07421137397,1.6473943727194538
21632280,4,227,31.411777,17.156375,7226.588931915568,13231.233287917756,1.8309099095817152
21634092,4,179,16.545628,8.855525,10818.56790204639,20213.36961953131,1.868396057828305
21632289,4,228,18.503882,10.3344,12321.73875730509,22062.238736646537,1.790513430871652
21634098,4,212,22.593958,12.398557,9383.039483387549,17098.763993261473,1.8223054505455756
21632301,4,146,12.548935,7.392832,11634.453441666563,19748.859435734506,1.6974462560491026
21634102,4,144,14.721177,9.048243,9781.826548244071,15914.691946270676,1.6269652572328133
21632302,4,161,15.223239,8.981335,10575.935909565633,17926.06555706919,1.6949862130741142
21632321,4,191,15.959602,9.149928,11967.716989433697,20874.481198103418,1.744232522922585
21634122,4,220,28.493551,14.065184,7721.0453691784505,15641.459080805484,2.0258214183333827
21634175,4,161,18.290396,9.574174,8802.433801870664,16816.072070551465,1.9103889275461259
21632323,4,234,26.035994,16.992563,8987.557763302604,13770.730171781619,1.532199350974894
21632374,4,114,9.989477,7.595608,11412.008856920136,15008.673433384134,1.3151648952921215
21634192,4,180,23.443299,11.591867,7678.100253722822,15528.128471453303,2.0223919925927376
21632388,4,215,15.588615,8.546107,13792.116875039892,25157.653654465128,1.8240603587106974
21634221,4,250,26.305671,14.141,9503.654174037227,17679.08917332579,1.860241213492681
21632427,4,298,24.577559,14.466867,12124.881889206328,20598.79309044591,1.6988860822457275
21634230,4,95,11.275146,7.434093,8425.61151758035,12778.963082651777,1.516680784057988
21632465,4,183,17.661877,8.525392,10361.299651220535,21465.288634235236,2.071679167362627
21632495,4,244,19.741433,9.773089,12359.791713195289,24966.517750938314,2.019978841899424
21632496,4,179,13.651153,7.843655,13112.445520169615,22820.993529164658,1.7404071188750654
21634260,4,67,56.974369,50.746621,1175.9673898275205,1320.2849505979916,1.1227224173211454
21632524,4,166,19.244927,14.925074,8625.649762142511,11122.222911591594,1.2894359518753475
21634268,4,114,11.243989,6.659903,10138.750580421238,17117.366424105578,1.688311226154495
21634286,4,236,23.772734,14.465456,9927.339446947919,16314.72938011771,1.6434140755742508
21632539,4,202,23.19466,26.001125,8708.901100511928,7768.8946151368455,0.8920637087818316
21634302,4,138,14.047329,8.690326,9823.931652771855,15879.72649127317,1.6164329163255784
21632612,4,131,16.510179,9.079657,7934.499074782896,14427.857792425419,1.8183703415228132
21632615,4,192,19.531968,10.428059,9830.038632051825,18411.86360759946,1.8730204729374853
21634304,4,210,25.431653,13.028441,8257.42628684026,16118.582415194573,1.9520104515958585
21634340,4,224,21.078162,12.13232,10627.112553741641,18463.080433091116,1.7373562517309138
21632635,4,333,31.775193,16.752828,10479.87340312929,19877.24102461984,1.8967062158102501
21634352,4,163,17.412976,14.162573,9360.835275945938,11509.208107877008,1.2295065310519495
21632663,4,181,21.536028,16.919525,8404.521019382031,10697.699846774658,1.2728506267167667
21634353,4,169,13.945321,7.124365,12118.760120329966,23721.41236447038,1.95741248518289
21634380,4,121,12.197444,7.234924,9920.111131479678,16724.43276529235,1.6859118354249472
21632673,4,200,19.256945,10.224709,10385.863385910901,19560.458884453335,1.8833734045633965
21634401,4,84,6.125488,3.408285,13713.193136612135,24645.82627333102,1.7972346796115937
21632677,4,167,12.549527,6.859219,13307.274449467299,24346.795167204895,1.8295854090677086
21634431,4,154,19.077081,9.324636,8072.51381906907,16515.389984123776,2.0458794316475197
21632679,4,167,15.24368,8.91404,10955.359860611086,18734.49075839911,1.7100753418203194
21634433,4,277,27.554929,15.228253,10052.647930974526,18189.873782632847,1.8094609407920923
21632693,4,188,22.063801,11.912839,8520.744000546414,15781.292771605493,1.8521026767842663
21632751,4,225,20.237541,15.535962,11117.951533736237,14482.527699282477,1.3026255471016215
21632761,4,53,2.748635,2.736149,19282.298304431108,19370.290141362915,1.0045633479755671
21632835,4,181,15.179568,8.543695,11923.92299965322,21185.21318937532,1.7766982552630917
21634458,4,176,38.952166,32.480622,4518.362342160896,5418.615444002274,1.1992432287780697
21634472,4,122,12.915483,6.669649,9446.026912040377,18291.817155595447,1.9364561763295192
21634535,4,261,23.004044,11.737424,11345.831193854436,22236.565706410536,1.9598886433684255
