Block No,Threads,Block Size,Seq. Time,iBTM Time,TPS_Seq,TPS_iBTM,Speedup
21632248,16,202,13.094786,3.410142,15425.987106623967,59235.06997655816,3.8399532922675945
21632264,16,148,7.074291,2.412642,20920.82443314814,61343.539571971305,2.9321760128523002
21632277,16,97,3.488742,1.168213,27803.718360371735,83032.80309327152,2.986392036383776
21632280,16,227,30.26208,9.710554,7501.13673613975,23376.62712137742,3.1164112778735387
21632289,16,228,17.926967,3.655586,12718.269632559706,62370.30123214171,4.903992684073088
21632301,16,146,12.425822,3.229595,11749.725692191632,45206.90674836938,3.847486139902991
21632302,16,161,15.053815,3.690416,10694.963369750458,43626.51798604819,4.079164787926348
21632321,16,191,16.042827,4.84591,11905.632342728622,39414.68165937873,3.3105911995889317
21632323,16,234,25.776478,10.787646,9078.043943784716,21691.479308831604,2.389444184579286
21632374,16,114,9.830082,4.78877,11597.054836368608,23805.69540821547,2.0527362976296626
21632388,16,215,15.614922,3.491129,13768.88081797655,61584.662153704434,4.472742771750915
21632427,16,298,24.312201,5.722606,12257.220150491516,52074.17739400546,4.248449220512473
21632465,16,183,17.715956,4.211094,10329.671173263245,43456.640958382784,4.206972344953591
21632495,16,244,19.773622,4.08728,12339.671507829977,59697.40267366073,4.837843749388346
21632496,16,179,13.63751,4.690469,13125.563244316594,38162.495051134545,2.9074938987977537
21632524,16,166,19.668178,9.7296,8440.029371302211,17061.33859562572,2.0214785808255225
21632539,16,202,22.883197,16.082103,8827.437879418685,12560.546341482826,1.422898298810796
21632612,16,131,15.951858,4.218817,8212.209511895104,31051.358710273522,3.7811211057507355
21632615,16,192,18.655243,3.993107,10292.01281377037,48082.85878640367,4.671861535390862
21632635,16,333,31.054043,5.958261,10723.241414974533,55888.790370210365,5.211930628752248
21632663,16,181,20.993125,9.492623,8621.870255143054,19067.437946287344,2.211519935006373
21632673,16,200,18.890754,4.099316,10587.189902531152,48788.62717585081,4.608269769883561
21632677,16,167,12.726504,2.409821,13122.221153586248,69299.75296920394,5.281099301566382
21632679,16,167,15.161876,4.240792,11014.4681304609,39379.43667126329,3.575246321913454
21632693,16,188,21.918842,5.525513,8577.095450571704,34023.99017068641,3.9668428976639816
21632751,16,225,19.752543,9.280489,11390.938371833945,24244.412120956127,2.1283946352395873
21632761,16,53,2.747161,2.784941,19292.644297148945,19030.92381490308,0.9864341829862824
21632835,16,181,14.550824,4.428361,12439.158084792998,40872.909864394525,3.2858260652191635
21632879,16,137,43.401351,29.939304,3156.5837662518848,4575.924677474132,1.4496446209972016
21632889,16,230,21.85113,4.272171,10525.77143607676,53836.7963267388,5.114760153561269
21632907,16,134,14.501066,3.392776,9240.699959575386,39495.681412507045,4.274100618490581
21632935,16,168,27.112388,11.936453,6196.429469805464,14074.532861646589,2.2713940229982894
21632952,16,129,9.738418,2.407803,13246.50471976044,53575.81164239765,4.044524406689417
21632980,16,170,17.542783,4.74735,9690.594702106275,35809.45158878111,3.6952790504176014
21632995,16,248,39.676779,17.405972,6250.507381156116,14247.983393285938,2.2794922914962754
21633042,16,248,20.36138,6.760225,12179.921007318757,36685.16950249437,3.011938212115721
21633064,16,131,12.511496,3.72002,10470.370609557804,35214.86443621271,3.3632872941543326
21633074,16,188,12.769547,3.531514,14722.526961997948,53234.95815109327,3.6158845752841415
21633101,16,203,23.187195,6.373809,8754.832139031909,31849.08741382116,3.637886701656733
21633103,16,175,16.453205,3.749068,10636.225586443492,46678.267772150306,4.388612049714756
21633114,16,209,23.618675,5.86173,8848.929925154565,35655.002874577985,4.029301076644608
21633122,16,130,15.454317,3.891776,8411.889053395242,33403.772467891264,3.9710191439589533
21633146,16,156,12.167926,4.254118,12820.590789260224,36670.35093995982,2.8602699784068046
21633163,16,243,26.278304,5.185898,9247.172115826044,46857.84409951758,5.067262024821931
21633186,16,199,15.61457,3.504834,12744.507213455125,56778.72332897935,4.455152512215985
21633207,16,161,12.30012,3.221745,13089.30319378998,49972.918402915195,3.8178440565594114
21633212,16,80,20.395407,15.56767,3922.451755927205,5138.855075936219,1.3101130098466887
21633243,16,237,20.566113,3.92458,11523.811038089696,60388.62757288678,5.240334761936309
21633254,16,141,21.183743,6.411535,6656.047517192783,21991.61355276077,3.3040048911844044
21633268,16,192,16.120491,3.388204,11910.3071984594,56667.19005113033,4.757827745909043
21633342,16,174,17.361995,4.592856,10021.889765548256,37884.923890494276,3.780217581391622
21633351,16,173,14.997051,3.409045,11535.60123253565,50747.3500643142,4.399194202481927
21633376,16,160,16.519351,4.110613,9685.610530341051,38923.6349906936,4.018707428794683
21633394,16,245,20.638597,5.361712,11870.961965098693,45694.360308796895,3.8492550513716517
21633416,16,202,16.100409,3.726455,12546.265129041132,54207.01444133902,4.32056981769537
21633427,16,273,19.827081,3.57389,13769.046487478414,76387.3538357364,5.547759164383907
21633435,16,165,12.26256,3.206365,13455.591654597409,51460.14256018887,3.8244429439567864
21633484,16,152,16.781706,4.439358,9057.481998552472,34239.18503531366,3.7802101114620625
21633486,16,315,27.332668,5.344116,11524.670771254383,58943.33131990399,5.114534938987103
21633492,16,157,12.933664,4.086761,12138.864903247833,38416.73148980329,3.1647713189002245
21633508,16,256,21.499647,4.471019,11907.172243339623,57257.64081968786,4.808668225297186
21633509,16,89,7.255037,1.911232,12267.339229283049,46566.82181964303,3.796000171617051
21633666,16,230,18.420059,5.258796,12486.387801472298,43736.24685194101,3.502714119353555
21633673,16,163,19.038321,4.609213,8561.679362376546,35363.95475756925,4.130492776098653
21633675,16,230,16.224767,3.205758,14175.858426811306,71745.90221719793,5.061132811647043
21633709,16,232,11.947397,6.78698,19418.45575232831,34183.09763694603,1.7603406817170524
21633726,16,146,12.218469,3.033047,11949.12390414871,48136.41199757208,4.028446970983305
21633728,16,267,26.156195,4.946942,10207.906769314115,53972.73709697829,5.287346202967409
21633737,16,121,14.095314,6.275977,8584.413231234153,19279.866704419088,2.245915496503572
21633746,16,111,9.756224,2.181429,11377.352549510959,50884.076447136256,4.472400431093563
21633768,16,144,12.551802,4.225121,11472.456305477093,34081.86416436358,2.970755630430466
21633769,16,66,5.666178,3.12677,11648.063297693789,21108.044403649772,1.812150557923992
21633784,16,200,28.405489,4.923814,7040.892695070309,40618.91858628291,5.769001225472773
21633786,16,174,19.706151,5.132902,8829.730372004153,33898.95228858841,3.839183175521372
21633795,16,226,22.544478,4.228887,10024.627760287905,53441.95765930846,5.331066543040757
21633808,16,135,12.772777,3.374071,10569.35386877889,40011.01340191122,3.785568531308322
21633813,16,154,15.374761,6.209634,10016.415864936047,24800.17340796575,2.475952850039149
21633814,16,185,23.068376,4.690818,8019.636926327193,39438.75034162485,4.917772550544489
21633847,16,121,12.366906,2.515295,9784.177222661836,48105.68939229792,4.916682138675583
21633875,16,222,20.286,5.115379,10943.507837917774,43398.54388110832,3.965688563838574
21633882,16,141,18.556804,7.057446,7598.291171259879,19978.898882116846,2.6293936928458255
21633905,16,123,15.042604,2.750501,8176.775776321705,44719.12571564235,5.46904145826524
21633946,16,124,6.022502,2.308792,20589.44936838543,53707.73980505823,2.608507825737442
21633989,16,180,16.959026,3.1241,10613.8170906749,57616.59357895074,5.42845171409366
21634017,16,167,19.943548,5.233088,8373.635423345937,31912.324042706714,3.8110477026184153
21634069,16,53,8.214948,2.6661,6451.653741447907,19879.22433517122,3.0812602678069085
21634083,16,149,11.848658,3.003351,12575.263797807313,49611.25089941202,3.9451459386531913
21634092,16,179,15.480014,2.895547,11563.297035777874,61819.06216683756,5.346144959829697
21634098,16,212,21.798281,4.487965,9725.53753206503,47237.44503355084,4.857052361148092
21634102,16,144,14.438642,4.438339,9973.237095289156,32444.569916808967,3.253163401894267
21634122,16,220,28.31335,5.543613,7770.186148936808,39685.30992332979,5.107382135080497
21634175,16,161,18.239119,4.53445,8827.180742666354,35505.95992898808,4.022344275490964
21634192,16,180,23.104196,4.224639,7790.792633511246,42607.19081559395,5.468916042293792
21634221,16,250,25.94274,5.388323,9636.60738996729,46396.62470122894,4.81462228600624
21634230,16,95,11.152819,5.052328,8518.025801369144,18803.213093053342,2.207461392055306
21634260,16,67,57.420682,47.62829,1166.8269631489225,1406.7269683627105,1.2056003270325262
21634268,16,114,11.323895,3.478294,10067.207440549386,32774.68782109851,3.2555888030166513
21634286,16,236,24.568647,6.597152,9605.738565904749,35773.012354422026,3.7241292909425154
21634302,16,138,14.591774,4.1039,9457.383317477368,33626.5503545408,3.555587124442603
21634304,16,210,26.019578,8.314873,8070.845730088321,25255.947986216986,3.1292814694824562
21634340,16,224,21.289196,5.303973,10521.76888220673,42232.49251080275,4.0138205831741605
21634352,16,163,17.576285,8.295292,9273.85963529836,19649.700094945423,2.118826558486428
21634353,16,169,14.340377,3.423236,11784.90635218307,49368.49226871884,4.189128941153926
21634380,16,121,12.377432,4.137415,9775.856575095706,29245.3138010086,2.9915858090135994
21634401,16,84,6.370662,2.155126,13185.442894317734,38976.839405213424,2.9560508295106644
21634431,16,154,19.640575,5.026838,7840.9109712928475,30635.560565110714,3.907143019130515
21634433,16,277,28.296614,9.836557,9789.157105510927,28160.25973315663,2.876678699671033
21634458,16,176,38.851847,20.543449,4530.029164379238,8567.207969800982,1.891203711703911
21634472,16,122,13.33139,3.866983,9151.333806902356,31549.14309165569,3.4474912354153098
21634535,16,261,23.784739,6.007964,10973.422916265763,43442.33753730881,3.9588684286390525
21634556,16,124,12.115942,3.36112,10234.449785249879,36892.46441662303,3.6047335412005523
21634572,16,286,26.892989,7.471513,10634.742013987363,38278.72614288431,3.5994033604706304
21634577,16,120,18.627289,6.38635,6442.161282836165,18790.075708346707,2.916734754593782
21634596,16,193,25.085713,8.908204,7693.622262201597,21665.42212100217,2.81602363394462
21634625,16,76,8.471054,4.015983,8971.728901739973,18924.382897039155,2.1093351241775675
21634653,16,179,21.625715,6.600506,8277.182974065829,27119.132987683064,3.2763722963057678
21634669,16,222,21.33226,6.092098,10406.773590796285,36440.6481970579,3.5016278464331996
21634706,16,70,4.817861,2.070446,14529.269316819229,33809.14063926323,2.326967716134591
21634833,16,221,37.389915,14.554132,5910.684739454476,15184.691192851626,2.5690240407329
21634835,16,140,18.222752,6.833962,7682.703468718666,20485.920173392828,2.6664988772252465
21634843,16,97,3.262563,1.807878,29731.22664604484,53654.062940087766,1.8046367066804285
21634858,16,127,12.441586,3.9379,10207.701815508088,32250.69199319434,3.159446913329439
21634866,16,138,17.420549,3.854237,7921.67916177613,35804.7520170659,4.51984374598656
21634904,16,251,26.931225,6.920942,9320.036500381992,36266.73941206269,3.8912658132375624
21634921,16,196,14.403791,2.995874,13607.528740176804,65423.3121953727,4.807876098928059
21634944,16,152,16.010756,3.689134,9493.6179153564,41202.08157253166,4.339976807565136
21634982,16,116,14.02755,3.972534,8269.44120676811,29200.50526943256,3.5311340318295574
21634995,16,144,15.386323,3.075792,9358.961202101373,46817.21000639835,5.002393854981092
21634999,16,160,17.793277,3.183611,8992.160353598721,50257.396396733144,5.589023596161717
21635020,16,137,16.920129,3.70208,8096.864982530571,37006.22352839485,4.57043851024289
21635102,16,134,14.996295,4.122174,8935.54041181505,32507.118816430357,3.637957786352541
21635113,16,83,7.375761,2.124964,11253.076123263756,39059.48524304412,3.471005155852052
21635126,16,270,22.503685,4.270062,11998.034988491883,63230.932009886514,5.270107319284826
21635191,16,177,18.898403,3.801056,9365.870756380844,46566.00692018218,4.97188228744854
21635197,16,183,26.504138,5.851049,6904.582220331029,31276.442907929846,4.529809611917453
21635210,16,208,24.351598,6.633823,8541.5339067276,31354.469361030588,3.6708241989573738
21635218,16,159,13.687348,2.662763,11616.567358410117,59712.411506393924,5.1402802277183515
21635219,16,183,15.266129,3.927268,11987.321736898726,46597.27831153871,3.8872134522013773
21635250,16,240,38.349836,8.017745,6258.17539350103,29933.603525679602,4.783119942078478
21635266,16,186,26.411034,9.614105,7042.5110959305875,19346.57464215338,2.747113121814251
21635291,16,159,15.147901,3.121209,10496.503773030998,50941.79851461405,4.853215853215853
21635293,16,164,16.918783,3.695586,9693.368606950038,44377.26520232516,4.578105610314576
21635301,16,166,17.569107,3.244828,9448.402812960272,51158.33566524944,5.414495621955925
21635302,16,177,22.436385,5.699988,7888.971418523974,31052.696953046216,3.9362161815077505
21635310,16,268,30.376772,7.04374,8822.530583565627,38047.96883473836,4.312591322223705
21635313,16,188,19.502705,5.038962,9639.688443218518,37309.271234829714,3.870381439669519
21635314,16,144,18.724915,6.683709,7690.288580749232,21544.923634467028,2.801575442617265
21635336,16,211,25.035632,8.456207,8427.987757608837,24952.085491757716,2.960621943147797
21635377,16,186,48.171149,22.624934,3861.232373759655,8221.01845689362,2.1291177689181326
21635382,16,151,19.151956,4.00451,7884.31218200376,37707.484810875736,4.782596622308347
21635385,16,180,11.190266,3.031378,16085.408514864617,59378.93591627306,3.6914782650002733
21635386,16,101,17.01618,4.268986,5935.527245245408,23659.014107799838,3.9860004225827863
21635395,16,149,18.26051,3.966849,8159.684477596737,37561.298652910664,4.603278319895716
21635408,16,171,23.166197,5.623616,7381.444610869881,30407.481591915235,4.119448589661883
21635429,16,153,18.529469,4.436565,8257.117351824814,34486.139614769534,4.176534999487216
21635432,16,167,19.299253,3.239557,8653.184659530605,51550.2582606202,5.957374110102091
21635556,16,229,29.53464,7.430834,7753.607289609759,30817.53676639796,3.974606349704488
21635575,16,172,24.346493,4.547784,7064.672517721546,37820.61768984631,5.353484906055344
21635592,16,159,22.796851,5.234113,6974.647507236855,30377.63991721234,4.355437301410956
21635600,16,378,27.845954,5.796668,13574.683058084489,65209.875742409255,4.803786244097471
21635601,16,64,21.51693,16.645607,2974.402017388168,3844.8582860330657,1.2926491656327102
21635613,16,19,23.654679,17.918594,803.2237512079533,1060.3510520970563,1.32011914550885
21635652,16,157,12.283027,3.174174,12781.865577597444,49461.686725428415,3.8696766465858525
21635667,16,119,13.680358,3.225671,8698.602770483054,36891.549076145704,4.241089063329769
21635672,16,136,13.167439,2.77408,10328.50807207081,49025.262429345945,4.746596709539739
21635675,16,170,21.650167,6.184892,7852.133426961556,27486.332825213438,3.500492328726193
21635693,16,221,15.281291,3.630971,14462.128886885277,60865.26166141233,4.208596268050612
21635704,16,190,25.268569,5.918323,7519.222794136068,32103.68883212356,4.269548823205493
21635757,16,453,25.732326,7.687011,17604.31606532577,58930.57782797501,3.3475073731519314
21635787,16,185,20.127909,3.787899,9191.218024684034,48839.73939115061,5.313739621885378
21635834,16,123,13.937587,3.941531,8825.057020271872,31206.148067844704,3.536084582361524
21635867,16,118,11.432505,3.897263,10321.447486793139,30277.65896219988,2.9334702328274997
21635882,16,275,22.164273,3.827421,12407.354845340516,71849.94804595575,5.790915867368653
21635925,16,146,17.481022,4.656826,8351.91443612393,31351.826329779127,3.75384908089759
21635932,16,284,31.817517,6.970675,8925.900786035567,40742.10890623935,4.564481488521556
21635946,16,104,8.932665,3.457438,11642.662072293097,30080.07663477986,2.583608151469383
21635963,16,190,18.76753,3.531769,10123.868191498828,53797.40294453006,5.313917756229244
