Block No,Threads,Block Size,Seq. Time,iBTM Time,TPS_Seq,TPS_iBTM,Speedup
14000608,8,22,2.311923,2.262986,9515.887856126696,9721.668627203173,1.0216249680731564
14000638,8,25,2.091972,2.128263,11950.446755501507,11746.668527338961,0.9829480660989738
14000659,8,148,8.523459,2.328976,17363.842543267936,63547.241362727655,3.6597453129615767
14000682,8,77,3.639332,1.109892,21157.728945861494,69376.11947829157,3.2789965149762317
14000690,8,117,5.982149,1.491885,19558.18887159113,78424.27532953279,4.009792309728967
14000713,8,120,7.047248,1.912493,17027.923524189868,62745.32769531706,3.6848490425847307
14000720,8,473,9.020261,3.29593,52437.50707435184,143510.32940626773,2.736787795857315
14000743,8,30,1.413246,1.408951,21227.726807647075,21292.436713554976,1.0030483671894905
14000778,8,75,4.572527,1.115196,16402.308832730785,67252.75198261112,4.100200323530572
14000787,8,101,3.482924,1.079611,28998.622996080303,93552.2146402732,3.226091620037217
14000798,8,338,13.753913,17.017108,24574.824633542466,19862.36439235151,0.8082403308482264
14000816,8,162,8.776023,2.067878,18459.386444178643,78341.1787349157,4.24397522484402
14000826,8,81,5.610425,1.596477,14437.40893069598,50736.71590633626,3.5142535720840327
14000831,8,39,3.477345,0.970051,11215.453169012566,40204.07174468147,3.58470327848742
14000840,8,0,889.0,890.0,0.0,0.0,0.998876404494382
14000868,8,149,5.866814,1.54336,25397.089459457893,96542.60833506116,3.801325679037943
14000907,8,332,24.833727,11.544509,13368.91558806296,28758.260745433177,2.151128904659349
14000998,8,42,3.411516,3.397922,12311.24227469547,12360.495620558684,1.0040006804158543
14001019,8,200,18.856337,12.283407,10606.513873823957,16282.127588868463,1.535106424463506
14001020,8,4,0.541693,0.494969,7384.2563961505875,8081.314183312491,1.094397830975273
14001033,8,352,17.463535,6.48693,20156.285654651252,54262.956437020286,2.6921109060834634
14001065,8,346,22.635487,5.62972,15285.732531400803,61459.53972844121,4.0207127530321225
14001079,8,144,11.710434,4.653146,12296.726150371542,30946.804591990025,2.5166702269819172
14001126,8,125,5.040723,1.28392,24798.029965145874,97358.09084678174,3.926041342139697
14001137,8,153,10.360331,2.415282,14767.867937810095,63346.64026809292,4.289491247812885
14001155,8,61,5.46836,2.109821,11155.081230935784,28912.40536519449,2.5918596885707363
14001168,8,95,6.289512,1.491059,15104.510493023941,63713.10592002061,4.21815099201306
14001171,8,17,1.451777,1.445707,11709.787384701645,11758.952540175844,1.0041986377599335
14001175,8,6,0.031381,0.03203,191198.49590516556,187324.3833905713,0.9797377458632531
14001176,8,88,5.509125,1.373901,15973.498513829329,64051.19437281143,4.009841320444486
14001193,8,506,15.977473,5.088888,31669.588801683472,99432.33177857324,3.1396786488521657
14001207,8,142,14.451852,3.447876,9825.730293944333,41184.775786600214,4.191523129022042
14001234,8,32,1.089909,1.085389,29360.249341917537,29482.517327888894,1.0041644055725645
14001243,8,176,10.997604,2.590668,16003.48585019064,67936.14619858662,4.24508427942137
14001260,8,139,4.831173,1.442795,28771.48054934071,96340.78299411906,3.3484819395686842
14001262,8,26,1.472921,1.468458,17651.99898704683,17705.647693022205,1.0030392425251522
14001274,8,166,9.088578,1.982402,18264.68343012515,83736.80010411612,4.584629151907635
14001316,8,299,18.006579,3.91051,16605.04196827171,76460.61511158392,4.604662563195082
14001338,8,129,12.494885,3.063058,10324.224672736083,42114.7754955995,4.079219198591734
14001370,8,242,25.150044,4.545939,9622.249567436145,53234.326285504496,5.532420034672705
14001412,8,128,9.738696,2.338566,13143.443434316052,54734.39706213123,4.164387919776478
14001420,8,64,4.978108,1.431925,12856.289980048645,44695.07830368211,3.4765144822529113
14001423,8,200,18.795648,3.866466,10640.761095334408,51726.82237474738,4.8611957275713795
14001434,8,12,0.662377,0.6625800000000001,18116.571076592332,18111.02055600833,0.9996936219022607
14001438,8,68,4.081937,1.265894,16658.757839721682,53716.97788282431,3.224548816883562
14001544,8,190,12.441318,3.317344,15271.693883236485,57274.73545101142,3.7503852479574027
14001577,8,44,2.517657,2.51237,17476.566506080853,17513.343974016563,1.0021043874906959
14001592,8,175,13.55962,2.84713,12905.966391388549,61465.40551362249,4.762557382346434
14001593,8,163,11.006984,2.350019,14808.779589395243,69361.14133545304,4.683785109822516
14001595,8,313,19.554487,3.867954,16006.556449166883,80921.33463841607,5.055511777027339
14001621,8,330,18.038064,3.696956,18294.64625472002,89262.62579267917,4.879166535928476
14001668,8,104,5.050102,1.320282,20593.643455122292,78771.05042710573,3.8250176856156486
14001675,8,692,9.013459,7.434431,76774.0775211825,93080.42538830476,1.2123939276590232
14001699,8,29,2.400877,2.39441,12078.919494834596,12111.543135887337,1.0027008741193029
14001720,8,95,14.813933,7.265563,6412.881710751629,13075.380393783662,2.0389243063476292
14001749,8,314,18.686414,4.130646,16803.652107889724,76017.16535379695,4.52384784365448
14001761,8,0,867.0,864.0,0.0,0.0,1.0034722222222223
14001768,8,55,6.162398,1.491186,8925.097015804562,36883.39348679508,4.132548186477073
14001780,8,118,11.244338,3.764238,10494.170488293752,31347.64592462007,2.987148527802971
14001819,8,154,9.980695,3.288426,15429.787204197703,46830.915459250115,3.0350979465555867
14001833,8,234,18.831198,9.243738,12426.187648815545,25314.43448526992,2.0371843079066068
14001845,8,153,10.316614,2.114071,14830.44727659676,72372.21455665397,4.8799751758573855
14001847,8,63,4.532352,1.27954,13900.067779378121,49236.44434718728,3.542172968410523
14001868,8,35,1.873,1.907776,18686.599038974906,18345.96933811936,0.9817714448656446
14001973,8,131,11.399147,3.433463,11492.087960616702,38153.89884789788,3.32001451595663
14001978,8,138,8.533161,1.889535,16172.20160266518,73033.8416594559,4.516011082091626
14001986,8,180,16.132896,3.290701,11157.327239945018,54699.59136366385,4.902571215069373
14001990,8,164,16.640956,5.619624,9855.203030402821,29183.447148777213,2.9612223166532137
14001994,8,336,21.289364,4.556996,15782.528778219961,73732.78361446883,4.671797824707329
14002005,8,188,17.535504,5.655273,10721.106162674309,33243.3111540327,3.1007351899722613
14002015,8,65,7.383536,1.819412,8803.3700925952,35725.827904839585,4.0581990225413485
14002070,8,286,25.505198,8.926027,11213.400499772635,32041.13095333456,2.8573964654151283
14002074,8,91,7.722499,2.260879,11783.750311913282,40249.83203435478,3.4157064575326674
14002079,8,395,26.950379,18.951352,14656.565683176477,20842.84013087826,1.4220821290217185
14002090,8,220,12.86573,2.991606,17099.690417877573,73539.09572316676,4.300609772810992
14002174,8,141,13.600396,4.806942,10367.345186125462,29332.577759415442,2.829323923608814
14002190,8,26,1.984166,1.971724,13103.742328010863,13186.429743716664,1.0063102138027433
14002194,8,225,16.871022,3.839607,13336.477185555208,58599.74731788957,4.393945005309137
14002224,8,49,1.681563,1.674032,29139.5564721631,29270.647156087816,1.004498719259847
14002247,8,0,895.0,892.0,0.0,0.0,1.0033632286995515
14002282,8,151,10.439495,2.636028,14464.30119464591,57283.15480715683,3.9603126370433093
14002297,8,46,5.385769,2.081609,8541.027288767864,22098.290312926205,2.5873105852251794
14002328,8,225,15.239645,3.616117,14764.123442508011,62221.438078469255,4.214367234246016
14002394,8,29,6.190365,6.180738,4684.699529026157,4691.996327946598,1.0015575809879014
14002402,8,197,7.663826,2.285951,25705.176500614703,86178.57513131296,3.352576673778222
14002427,8,71,6.489301,1.825585,10941.085950551531,38891.642952806906,3.5546419366942654
14002462,8,394,23.417788,7.98882,16824.81710057329,49318.92319516525,2.9313200197275697
14002477,8,383,25.455407,8.147729,15045.919320794988,47006.96353548333,3.124233390678556
14002496,8,74,9.71729,3.037417,7615.29191780836,24362.80563386588,3.1991952372690347
14002514,8,476,18.693252,5.105952,25463.73418600466,93224.53481740525,3.6610708443792657
14002523,8,79,6.900426,2.057802,11448.568537652602,38390.476829160434,3.353299297016914
14002531,8,410,21.37489,4.607756,19181.385260929997,88980.4060805303,4.638893639333332
14002536,8,64,3.86148,0.950373,16573.956099733783,67341.98046451235,4.063120480064143
14002538,8,71,6.679896,1.662559,10628.907994974772,42705.25136250804,4.017839968386085
14002541,8,249,16.834612,3.509676,14790.955681069456,70946.71986815878,4.796628520695358
14002678,8,149,7.225878,6.611454,20620.331536181486,22536.6462505827,1.0929332639991143
14002685,8,12,0.681211,0.679036,17615.687356780792,17672.11164061994,1.0032030702348624
14002720,8,306,17.630283,4.217833,17356.499609223516,72549.10282128287,4.179938608285345
14002741,8,422,18.839727,4.487692,22399.475321484224,94034.97387966911,4.19808823778459
14002780,8,244,16.336954,3.551519,14935.46471392403,68702.99722456785,4.59999059557333
14002794,8,333,21.374874,4.277567,15579.039202757407,77847.991627016,4.996970006548114
14002806,8,251,4.408599,2.274512,56934.18702857756,110353.34172780797,1.9382614820233965
14002827,8,96,7.752908,2.075934,12382.450559196628,46244.24475922644,3.7346601577892162
14002849,8,183,8.51228,2.430258,21498.352967712526,75300.64709179026,3.502624001237729
14002875,8,136,11.292084,2.894992,12043.835309762131,46977.677313097935,3.9005579290029124
14002887,8,165,10.497113,2.263555,15718.607582865878,72894.1863573008,4.637445522640271
14002933,8,347,21.597758,4.285468,16066.482456188278,80971.31981851225,5.039766485247352
14003024,8,144,9.719921,2.373071,14814.93522426777,60680.864584329756,4.095925069245715
14003042,8,407,22.740093,4.820208,17897.903935573173,84436.19030548059,4.717658034674023
14003053,8,25,0.5076240000000001,0.505531,49249.05047830677,49452.95145104851,1.004140201095482
14003065,8,191,9.575278,2.380592,19947.201532947656,80232.14393730635,4.022225564061377
14003070,8,77,4.935262,1.199535,15602.008566110573,64191.54088876106,4.114312629477255
14003088,8,321,23.209787,4.767241,13830.372506219037,67334.54423638327,4.868599468749324
14003091,8,274,23.37544,8.074153,11721.704489840618,33935.44808972532,2.895095002534631
14003093,8,38,5.501834,1.904597,6906.787809301408,19951.727320792797,2.888712940322808
14003105,8,98,5.555351,2.478618,17640.649528715647,39538.16199188418,2.2413098750997533
14003132,8,755,18.068833,8.589535,41784.65759244108,87897.65685802551,2.1035868647138645
14003172,8,84,7.804157,1.756348,10763.494378700992,47826.51274121074,4.4434001689870115
14003222,8,267,20.543245,4.315217,12996.972970920613,61874.06102636322,4.7606516659533
14003237,8,168,14.950937,3.5385,11236.753923851062,47477.744807121664,4.225218878055673
14003248,8,24,2.259628,2.29857,10621.217297714491,10441.274357535338,0.9830581622487027
14003316,8,504,21.395944,4.985685,23555.866476375148,101089.41900661594,4.2914752937660525
14003351,8,94,7.561481,1.716883,12431.427123866342,54750.38194215913,4.404191199982759
14003391,8,96,8.156176,2.017076,11770.221731360381,47593.64545510432,4.0435640501399055
14003395,8,305,26.595596,7.607859,11468.064111065607,40090.12259559489,3.495805587353814
14003409,8,261,13.512491,2.983589,19315.461523711652,87478.53675556519,4.5289384697423145
14003410,8,8,0.569677,0.5679,14043.04544505044,14086.98714562423,1.003129072019722
14003412,8,83,4.802601,1.120269,17282.301819368295,74089.34818333811,4.287006959935516
14003414,8,691,21.265165,7.861868,32494.457484811428,87892.597535344,2.7048488985060546
14003430,8,428,23.241555,5.870924,18415.291059483756,72901.64205838808,3.9587558960054676
14003485,8,211,14.840411,3.885197,14217.935069318499,54308.70043398057,3.819731920929621
14003500,8,120,9.282681,2.656065,12927.299774709481,45179.61721569314,3.4948997859615636
14003518,8,343,25.202114,9.336863,13609.969385901515,36736.10719146249,2.6992057182374856
14003541,8,102,8.324965,1.880546,12252.303763439246,54239.56659395729,4.426887191273173
14003549,8,110,6.814381,1.672001,16142.331930075527,65789.43433646271,4.075584284937628
14003561,8,169,7.448996,1.85764,22687.621257952076,90975.64651923947,4.009924420232123
14003570,8,75,4.591994,1.155573,16332.77395397294,64902.86637019037,3.9737809727295463
14003573,8,383,33.048091,10.980881,11589.17167106566,34878.804350944156,3.0096028724835464
14003587,8,133,11.181651,3.526674,11894.486780172265,37712.58698705919,3.170593879672462
14003601,8,137,4.124937,1.355687,33212.62845953768,101055.77467365253,3.0426912701825715
14003611,8,35,2.411444,2.360451,14514.125146592663,14827.674880774903,1.0216030750055816
14003613,8,10,1.230056,1.225365,8129.711167621636,8160.833710771893,1.0038282470937232
14003618,8,56,4.620161,1.080406,12120.789730054861,51832.36672139918,4.276319272569757
14003664,8,80,4.149698,1.251551,19278.511351910427,63920.687211308206,3.3156443484923903
14003666,8,328,19.35567,4.15983,16945.93883859355,78849.37605623306,4.6529954349096
14003673,8,378,22.440038,5.526214,16844.891260879325,68401.25988606304,4.060653098124684
14003679,8,309,17.648326,3.597859,17508.742755545198,85884.41070091963,4.905230027079994
14003681,8,67,2.816091,1.094791,23791.844794788234,61198.895496948724,2.5722635644611618
14003688,8,227,17.45735,3.339912,13003.11903009334,67965.86257362469,5.226889211452279
14003704,8,82,1.710159,1.662897,47948.75798098306,49311.53282494346,1.0284214837118595
14003719,8,280,22.187569,4.319219,12619.679064434684,64826.534611928684,5.136940034760913
14003730,8,279,16.524967,3.308961,16883.54354958772,84316.49693060752,4.994004764637601
14003766,8,263,20.080748,4.336744,13097.121680925433,60644.575746228045,4.630374308467366
14003807,8,0,892.0,895.0,0.0,0.0,0.9966480446927374
14003812,8,87,7.477177,1.75413,11635.407320169097,49597.23623676694,4.26261280520828
14003819,8,166,10.943635,3.090607,15168.634553327116,53711.1318262076,3.5409338683307197
14003839,8,187,9.567954,2.093949,19544.40834477256,89304.94486732963,4.56933478322538
14003842,8,89,8.837921,2.692238,10070.241632619254,33057.99858704914,3.2827413475331673
14003925,8,181,7.557576,2.038901,23949.477980770553,88773.31464352609,3.706691006576582
14003951,8,33,1.399797,1.394983,23574.846924232585,23656.202261963048,1.0034509381117904
14003960,8,72,4.957141,1.484999,14524.50111868918,48484.881134600095,3.338144335450731
14003979,8,49,2.910319,2.893815,16836.642306221416,16932.66501141227,1.0057031980275173
14004016,8,201,17.045428,13.277888,11792.018364103265,15137.949649823826,1.2837454269835684
14004037,8,173,10.361437,3.941305,16696.525781124757,43894.09091658727,2.62893559366758
14004047,8,245,13.783877,5.066664,17774.38960025543,48355.288608046634,2.7205034713176164
14004069,8,28,2.057928,2.007813,13605.918185670247,13945.52181901402,1.0249599937842817
14004076,8,207,15.066531,5.055628,13739.061765445544,40944.46822432347,2.980150240484466
14004139,8,245,11.536838,2.861101,21236.321425333357,85631.37058076594,4.032307143299031
14004153,8,176,12.008708,6.394208,14656.031273306004,27524.910043589447,1.8780602695439375
14004219,8,187,13.764337,6.087009,13585.834174214131,30721.163711110006,2.2612644403844318
14004221,8,405,28.53602,10.869543,14192.588875393274,37260.076159595665,2.6253192061524575
14004227,8,38,3.532999,3.478976,10755.73471716239,10922.754281719679,1.0155284198568775
14004236,8,181,13.753465,3.172515,13160.319963005686,57052.52772642524,4.335193056612813
14004264,8,469,19.551664,5.581867,23987.72810334711,84022.06645195953,3.5027104730370677
14004267,8,60,3.7544,1.243363,15981.248668229278,48256.221232254786,3.019552616572956
14004274,8,443,27.980763,6.365772,15832.305931042696,69590.93099784285,4.3955019124153365
14004292,8,115,9.028197,2.263466,12737.870030970747,50807.03664203483,3.988660311221816
14004313,8,190,13.249547,2.92181,14340.11291103009,65028.18458421321,4.534705199858991
14004318,8,0,894.0,892.0,0.0,0.0,1.0022421524663676
14004321,8,66,4.647728,1.238092,14200.486775473952,53307.8317281753,3.753943971853465
14004354,8,337,29.401215,7.660871,11462.111344718236,43989.776097261,3.837842328894456
14004401,8,119,7.814644,2.120908,15227.820998627703,56108.04429046428,3.684574719884125
14004429,8,47,1.876694,1.860269,25044.040211137242,25265.16326402257,1.008829368225778
14004462,8,98,5.321219,1.350099,18416.83268439055,72587.26952616067,3.9413546710278284
14004483,8,388,22.716898,4.57901,17079.796722246145,84734.47317214856,4.9610937735449365
14004522,8,690,18.177701,5.931222,37958.59553416574,116333.53126893581,3.0647480401171965
14004524,8,118,6.810265,1.588831,17326.785374724772,74268.44012988165,4.286336935772275
14004529,8,192,11.320677,3.727812,16960.1164311993,51504.743264950055,3.0368154295334633
14004558,8,340,32.311158,9.098867,10522.680740814056,37367.28979553169,3.5511188371035645
14004559,8,99,5.538803,1.456303,17873.89802453707,67980.3584830904,3.8033314495678443
14004565,8,100,14.981364,18.447599,6674.959636519078,5420.759633814676,0.8121037323068437
14004574,8,472,39.474479,11.522879,11957.092581259907,40961.985281629706,3.425747940250002
14004599,8,170,14.393303,7.90006,11811.048513325955,21518.823907666523,1.8219232512158134
14004635,8,436,31.900367,10.015717,13667.554357603472,43531.581413492415,3.185030787111896
14004651,8,106,5.606485,1.413957,18906.676821573586,74966.91907886874,3.965102899168787
14004653,8,435,30.082954,9.274594,14460.016127405572,46902.32262458065,3.243587158640044
14004713,8,132,6.698205,1.687389,19706.772187474107,78227.36784464044,3.9695677760137107
14004715,8,81,3.471452,1.020881,23333.175858401613,79343.23393226047,3.4004472607483147
14004782,8,373,21.044054,4.679377,17724.72167197442,79711.46586393873,4.497191399624352
14004788,8,53,3.697324,3.68071,14334.691793307808,14399.39576875114,1.0045138030434346
14004792,8,350,31.216909,8.31914,11211.872386212228,42071.656445257555,3.7524202020881963
14004794,8,207,21.491955,4.014443,9631.510953749903,51563.815951552926,5.353658029270811
14004810,8,137,5.695051,1.540824,24055.974213400368,88913.46448393847,3.696107407465097
14004814,8,30,3.374968,3.280033,8888.973169523386,9146.249443222065,1.0289433063630762
14004832,8,23,0.307495,0.26390199999999997,74797.96419453975,87153.56458079135,1.1651863191639322
14004833,8,205,18.138441,4.335044,11301.963603156411,47289.02405604188,4.1841423062833965
14004850,8,253,11.819797,2.518255,21404.766934660554,100466.39438817752,4.693645798380228
14004854,8,62,6.909739,1.712924,8972.842534283856,36195.4178936135,4.033885332916113
14004861,8,177,14.043272,4.287163,12603.900287625276,41286.0439409465,3.275656185687365
14004890,8,322,17.614737,5.12599,18280.14803740754,62817.133860971255,3.436358049859637
14004892,8,154,5.920598,2.069333,26010.88606252274,74420.11508055977,2.8611141851021564
14004894,8,88,11.126626,6.113883,7908.956407809519,14393.471383080114,1.8198951468322175
14004977,8,104,6.259721,1.729464,16614.159001655185,60134.23812233155,3.61945724224384
14004983,8,185,12.971786,3.330087,14261.721554765089,55554.10414202392,3.895329461362421
21631009,8,177,13.796704,4.277941,12829.151078402494,41375.04467686674,3.2250804767994694
21631021,8,149,14.278057,6.111496,10435.593582516165,24380.282667288007,2.336262185232552
21631037,8,221,15.211878,3.522488,14528.120722503823,62739.74531637865,4.318503852958477
21631051,8,108,16.227401,6.650705,6655.409575445878,16238.879938292255,2.439952005088182
21631060,8,243,22.378874,6.048485,10858.45516624295,40175.34969500627,3.699913945392937
21631065,8,249,19.030085,4.811323,13084.544814171877,51752.91702510931,3.955270722834447
21631115,8,174,17.311537,3.973766,10051.100604180898,43787.178208278994,4.356456067116182
21631117,8,166,12.694493,2.533081,13076.53641622395,65532.84320556666,5.0114832490552015
21631144,8,157,18.97944,4.088942,8272.109187626189,38396.24039666007,4.641650578560419
21631187,8,157,16.366909,7.49541,9592.525992537749,20946.15237858903,2.1835908909586
21631212,8,139,11.207406,2.83527,12402.513123911098,49025.3132858599,3.952853167423209
21631225,8,176,14.061956,4.026821,12516.039731599216,43706.93408025835,3.4920737723380304
21631228,8,169,13.51768,2.980583,12502.145338549219,56700.31668301134,4.535246963429637
21631256,8,177,14.043459,3.02015,12603.732456512316,58606.360611227916,4.649921030412397
21631258,8,161,13.741104,3.066221,11716.671382444962,52507.63072850913,4.481446053627576
21631269,8,147,10.557198,2.674697,13924.149191859431,54959.49634668898,3.9470631626685186
21631299,8,69,2.778461,2.760904,24833.89185595911,24991.814275324312,1.006359149032346
21631322,8,182,11.783874,3.173104,15444.835883343625,57357.08631043924,3.7136740554359395
21631328,8,162,19.241016,4.652916,8419.513813615664,34816.8761267128,4.135259695210487
21631329,8,133,10.689187,2.744435,12442.480424376521,48461.70523258885,3.8948588689475248
21631341,8,116,11.354459,3.827017,10216.250725816175,30310.813879321675,2.9669214952533527
21631361,8,251,23.042736,5.221729,10892.803701782635,48068.3696913417,4.412855588637404
21631375,8,215,21.960529,6.766528,9790.292392318965,31774.05014802274,3.2454648824330588
21631381,8,213,15.971256,3.604295,13336.458948500982,59096.16166268299,4.43117336400045
21631391,8,110,10.395391,2.970582,10581.612562721306,37029.780696173344,3.4994458998270375
21631395,8,162,13.63189,3.04115,11883.898711037134,53269.32246025353,4.482478667609293
21631399,8,157,12.033163,2.765195,13047.27609856195,56777.18931214616,4.351650787738297
21631403,8,226,23.042175,5.98572,9808.101882743273,37756.52720140601,3.8495243679958304
21631405,8,141,10.547495,2.395711,13368.103042475961,58855.17910966723,4.40265749917248
21631421,8,148,15.893808,4.477273,9311.802432746137,33055.83554989834,3.5498858345247206
21631449,8,204,17.112988,4.195958,11920.770352903886,48618.2178181955,4.078445971098853
21631466,8,172,15.889601,4.244582,10824.68968226452,40522.24694916955,3.743501951428904
21631489,8,190,16.925182,5.651533,11225.876330310657,33619.19677368955,2.9947948636237283
21631499,8,148,16.856643,3.680278,8779.92136393943,40214.35337221808,4.580263501833285
21631525,8,239,22.775531,4.67119,10493.718016936684,51164.692508761145,4.875744938655888
21631533,8,178,12.244489,3.056747,14537.152183321004,58231.83927227212,4.005725367523056
21631557,8,302,30.698143,7.842427,9837.72862091365,38508.48723233255,3.9143677078537045
21631611,8,160,11.929869,5.509175,13411.71474724492,29042.460985537764,2.1654547187192277
21631640,8,133,11.506059,2.924292,11559.127238961662,45481.09422725227,3.9346477711528127
21631654,8,217,15.277504,3.805656,14203.890897361243,57020.39280481473,4.014420641277089
21631655,8,158,11.972959,3.785897,13196.403662620076,41733.83480850113,3.1625157789554232
21631662,8,254,10.002551,3.004051,25393.522112509097,84552.49261746887,3.32968747867463
21631673,8,175,11.669305,2.874137,14996.608624078299,60887.84215922901,4.06010743398801
21631707,8,188,13.839251,3.419105,13584.550204342706,54985.14962248893,4.047623866479678
21631778,8,212,15.630505,4.529004,13563.221405834296,46809.408867821716,3.4512014120543943
21631794,8,320,19.605263,5.749324,16322.14778246025,55658.71744225931,3.4100118553068155
21631795,8,188,13.844281,3.8062,13579.614571533184,49393.095475802635,3.6372973043980874
21631798,8,221,15.438752,5.03034,14314.628539923437,43933.412055646346,3.0691269377417827
21631857,8,308,21.026623,6.371803,14648.09636811389,48337.966506497454,3.2999486958400945
21631902,8,116,10.384336,2.953663,11170.67090279051,39273.2684805274,3.5157484113793616
21631908,8,205,20.709623,4.845724,9898.779905360903,42305.339718068964,4.2737933485274855
21631918,8,108,7.743872,1.774945,13946.511512586985,60846.95582116629,4.362879976562654
21631922,8,158,19.950492,6.643984,7919.604188207489,23780.912175586218,3.0027904943780723
21631924,8,163,15.893332,6.640573,10255.873343613535,24546.074563143877,2.3933675602993896
21631925,8,148,11.771115,3.173752,12573.150461957086,46632.503106732984,3.708895654102778
21631937,8,154,12.86581,4.502983,11969.708864035765,34199.55171938246,2.857174899394468
21631938,8,289,20.410451,5.007776,14159.412743990812,57710.24902072298,4.075751591125481
21631940,8,156,12.20945,2.484219,12776.98831642703,62796.39596992053,4.914804210095809
21631971,8,134,8.06312,1.90728,16618.877059996626,70257.12008724466,4.22754917998406
21631983,8,101,11.794504,7.50886,8563.310504621475,13450.776815655106,1.5707449599539742
21631986,8,191,14.208255,2.98532,13442.889362557189,63979.74086530087,4.759374204440395
21632006,8,280,30.307056,8.534351,9238.772647531321,32808.58731964505,3.5511846184906153
21632017,8,55,5.401537,1.497438,10182.28700460628,36729.400482691104,3.6071857399104337
21632033,8,178,18.926768,6.149328,9404.669619239798,28946.252338466904,3.0778595644922504
21632051,8,139,10.812315,2.512587,12855.7112884706,55321.467475554084,4.303259946819752
21632053,8,107,20.62864,8.822163,5186.96336743479,12128.544893128817,2.3382746385438584
21632055,8,65,3.366229,3.435483,19309.440920388955,18920.192590095772,0.979841553574854
21632080,8,173,11.237053,3.134838,15395.495598356614,55186.26480858023,3.5845721533297734
21632090,8,166,14.833726,3.202801,11190.71499635358,51829.63287447456,4.631485377955109
21632179,8,227,25.733588,5.007631,8821.156225863257,45330.81610845527,5.138874649509918
21632191,8,63,9.607574,7.665906,6557.3265425798445,8218.206693377144,1.2532861738716858
21632210,8,208,28.282348,8.101178,7354.410602684049,25675.27833606421,3.491140177391485
21632220,8,173,19.663616,7.736639,8797.974899428467,22361.13123541114,2.541622531437747
21632248,8,202,12.773355,3.733716,15814.169417510122,54101.59744340491,3.4210837139193235
21632264,8,148,7.032509,2.22956,21045.120596361838,66380.81056351925,3.1542138359138123
21632277,8,97,3.316341,1.102118,29249.10315314378,88012.3543939941,3.0090616431271426
21632280,8,227,29.139297,7.016788,7790.167346864958,32350.984524543135,4.152797120277825
21632289,8,228,17.457185,3.525376,13060.524935721309,64673.9525088955,4.951864708899135
